raw_row_number,attendance_id,column,error_type,expected_action
3246,ATT001805,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3251,ATT004610,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3253,ATT004853,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3254,ATT017915,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3255,ATT007570,departure_time,extreme_length_of_stay,reject
3256,ATT001777,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3258,ATT012506,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3260,ATT009712,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3261,ATT007048,gp_practice_code,missing_gp_code,set to NULL and flag
3262,ATT002703,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3265,ATT011048,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3268,ATT004919,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3269,ATT019890,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3270,ATT004881,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3272,ATT012514,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3272,ATT012514,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3275,ATT006700,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3275,ATT006700,departure_time,missing_departure_time,reject
3276,ATT015715,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3278,ATT007121,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3282,ATT005253,departure_time,missing_departure_time,reject
3283,ATT006078,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3284,ATT012102,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3285,ATT006518,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3287,ATT003951,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3290,ATT011655,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3290,ATT011655,gp_practice_code,missing_gp_code,set to NULL and flag
3292,ATT015492,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3294,ATT002068,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3297,ATT003269,gp_practice_code,missing_gp_code,set to NULL and flag
3304,ATT019117,departure_time,departure_before_arrival,reject
3306,ATT011528,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3307,ATT016732,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3309,ATT013637,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3310,ATT017288,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3310,ATT017288,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3313,ATT003071,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3314,ATT008132,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3323,ATT005999,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3329,ATT012750,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3330,ATT019736,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3331,ATT011824,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3333,ATT006219,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3334,ATT009932,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3335,ATT008872,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3340,ATT006075,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3343,ATT004206,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3343,ATT004206,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3351,ATT006326,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3358,ATT019183,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3359,ATT001304,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3360,ATT019319,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3361,ATT007104,gp_practice_code,missing_gp_code,set to NULL and flag
3362,ATT014695,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3363,ATT017406,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3365,ATT005077,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3366,ATT001374,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3366,ATT001374,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3371,ATT001136,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3378,ATT017465,gp_practice_code,missing_gp_code,set to NULL and flag
3383,ATT003949,departure_time,departure_before_arrival,reject
3383,ATT003949,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3384,ATT018999,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3388,ATT003580,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3389,ATT012866,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3392,ATT018509,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3393,ATT011851,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3395,ATT018787,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3397,ATT000055,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3399,ATT019216,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3401,ATT008095,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3401,ATT008095,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3405,ATT013022,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3407,ATT010789,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3407,ATT010789,gp_practice_code,missing_gp_code,set to NULL and flag
3411,ATT005450,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3413,ATT005484,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3413,ATT005484,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3415,ATT010206,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3423,ATT000665,arrival_time,missing_arrival_time,reject
3425,ATT014727,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3431,ATT018685,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3433,ATT015987,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3435,ATT005886,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3440,ATT008747,gp_practice_code,missing_gp_code,set to NULL and flag
3441,ATT011264,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3441,ATT011264,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3444,ATT016494,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3447,ATT000609,triage_category,triage_decimal_format,fix (3.0 -> 3)
3448,ATT006596,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3450,ATT000020,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3451,ATT001339,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3452,ATT009043,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3453,ATT004743,triage_category,triage_decimal_format,fix (3.0 -> 3)
3455,ATT004689,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3459,ATT018346,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3462,ATT013120,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3466,ATT019902,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3469,ATT010679,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3472,ATT002426,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3473,ATT010266,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3476,ATT009669,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3476,ATT009669,departure_time,missing_departure_time,reject
3477,ATT018562,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3477,ATT018562,triage_category,triage_decimal_format,fix (3.0 -> 3)
3479,ATT009148,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3479,ATT009148,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3480,ATT011370,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3481,ATT002959,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3481,ATT002959,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3485,ATT012794,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3493,ATT016344,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3493,ATT016344,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3495,ATT003779,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3495,ATT003779,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3499,ATT014461,gp_practice_code,malformed_gp_code,set to NULL and flag
3502,ATT019597,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3504,ATT011629,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3504,ATT011629,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3505,ATT010667,triage_category,invalid_triage_code,reject
3507,ATT000658,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3508,ATT007915,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3509,ATT000752,pseudo_patient_id,missing_patient_id,reject
3509,ATT000752,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3510,ATT002082,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3513,ATT010808,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3516,ATT000844,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3517,ATT003653,departure_time,departure_before_arrival,reject
3517,ATT003653,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3519,ATT015834,gp_practice_code,gp_code_lowercase,fix (upper-case)
3525,ATT008819,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3525,ATT008819,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3528,ATT000554,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3533,ATT011507,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3535,ATT009995,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3537,ATT017596,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3537,ATT017596,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3538,ATT015323,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3538,ATT015323,gp_practice_code,missing_gp_code,set to NULL and flag
3538,ATT015323,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3539,ATT000048,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3544,ATT015956,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3546,ATT015887,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3549,ATT003953,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3551,ATT017249,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3552,ATT001945,gp_practice_code,missing_gp_code,set to NULL and flag
3554,ATT001451,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3556,ATT006498,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3559,ATT018904,triage_category,triage_decimal_format,fix (3.0 -> 3)
3563,ATT007977,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3564,ATT010825,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3569,ATT010009,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3569,ATT010009,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3572,ATT010869,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3575,ATT014602,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3579,ATT015710,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3582,ATT015332,arrival_time,future_dated_attendance,reject
3584,ATT004450,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3584,ATT004450,gp_practice_code,missing_gp_code,set to NULL and flag
3584,ATT004450,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3586,ATT014177,departure_time,departure_before_arrival,reject
3587,ATT018643,departure_time,departure_before_arrival,reject
3588,ATT004820,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3590,ATT016028,(entire row),duplicate_row,remove (keep first)
3591,ATT015962,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3592,ATT009502,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3592,ATT009502,departure_time,missing_departure_time,reject
3593,ATT008666,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3599,ATT019513,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3601,ATT018457,gp_practice_code,missing_gp_code,set to NULL and flag
3604,ATT004780,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3604,ATT004780,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3606,ATT013116,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3610,ATT000730,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3611,ATT017714,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3612,ATT017172,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3618,ATT000543,departure_time,missing_departure_time,reject
3619,ATT008508,disposition,missing_disposition,fill with 'Unknown'
3620,ATT001066,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3623,ATT000147,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3624,ATT008361,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3629,ATT003596,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3629,ATT003596,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3631,ATT012082,gp_practice_code,missing_gp_code,set to NULL and flag
3633,ATT005381,triage_category,triage_decimal_format,fix (3.0 -> 3)
3635,ATT001953,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3638,ATT001595,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3640,ATT014765,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3641,ATT008342,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3647,ATT000845,(entire row),duplicate_row,remove (keep first)
3655,ATT014394,gp_practice_code,missing_gp_code,set to NULL and flag
3658,ATT016438,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3659,ATT010019,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3661,ATT019225,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3663,ATT014733,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3666,ATT011133,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3668,ATT008019,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3670,ATT010446,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3670,ATT010446,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3671,ATT004732,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3677,ATT003801,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3677,ATT003801,triage_category,invalid_triage_code,reject
3678,ATT003586,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3680,ATT009101,arrival_time,missing_arrival_time,reject
3680,ATT009101,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3681,ATT017588,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3683,ATT017438,gp_practice_code,missing_gp_code,set to NULL and flag
3686,ATT016850,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3690,ATT008230,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3692,ATT014354,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3692,ATT014354,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3693,ATT016115,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3694,ATT017786,triage_category,triage_decimal_format,fix (3.0 -> 3)
3695,ATT018671,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3696,ATT012080,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3703,ATT003450,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3704,ATT007041,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3705,ATT005333,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3706,ATT009179,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3709,ATT015249,departure_time,missing_departure_time,reject
3711,ATT005938,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3714,ATT017642,disposition,missing_disposition,fill with 'Unknown'
3714,ATT017642,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3715,ATT004606,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3716,ATT014936,gp_practice_code,gp_code_lowercase,fix (upper-case)
3717,ATT015378,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3718,ATT007832,gp_practice_code,missing_gp_code,set to NULL and flag
3720,ATT016739,gp_practice_code,missing_gp_code,set to NULL and flag
3721,ATT001176,pseudo_patient_id,missing_patient_id,reject
3723,ATT011592,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3723,ATT011592,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3724,ATT017568,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3729,ATT005195,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3731,ATT009689,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3733,ATT007828,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3734,ATT015908,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3735,ATT006114,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3739,ATT013190,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3740,ATT004974,triage_category,invalid_triage_code,reject
3746,ATT006007,gp_practice_code,missing_gp_code,set to NULL and flag
3747,ATT006881,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3751,ATT001167,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3752,ATT015852,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3753,ATT009971,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3756,ATT009852,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3759,ATT010793,gp_practice_code,malformed_gp_code,set to NULL and flag
3760,ATT006226,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3768,ATT014195,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3771,ATT004141,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3771,ATT004141,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3774,ATT008765,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3775,ATT019981,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3776,ATT007439,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3776,ATT007439,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3777,ATT017255,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3781,ATT007781,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3781,ATT007781,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3784,ATT016182,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3785,ATT011864,gp_practice_code,gp_code_lowercase,fix (upper-case)
3785,ATT011864,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3786,ATT009398,gp_practice_code,missing_gp_code,set to NULL and flag
3789,ATT013229,gp_practice_code,malformed_gp_code,set to NULL and flag
3790,ATT012342,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3793,ATT017193,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3794,ATT006419,gp_practice_code,malformed_gp_code,set to NULL and flag
3797,ATT016928,gp_practice_code,gp_code_lowercase,fix (upper-case)
3798,ATT005755,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3801,ATT012933,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3802,ATT006253,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3802,ATT006253,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3803,ATT012634,gp_practice_code,missing_gp_code,set to NULL and flag
3804,ATT003296,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3806,ATT015932,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3808,ATT005736,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3811,ATT006456,departure_time,missing_departure_time,reject
3811,ATT006456,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3813,ATT009479,triage_category,invalid_triage_code,reject
3818,ATT016718,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3819,ATT006254,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3819,ATT006254,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3820,ATT018844,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3824,ATT005558,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3826,ATT005702,disposition,missing_disposition,fill with 'Unknown'
3829,ATT009998,departure_time,missing_departure_time,reject
3831,ATT009403,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3833,ATT003016,gp_practice_code,gp_code_lowercase,fix (upper-case)
3834,ATT013937,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3837,ATT015528,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3837,ATT015528,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3839,ATT019714,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3839,ATT019714,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3841,ATT013610,departure_time,departure_before_arrival,reject
3843,ATT017921,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3844,ATT002486,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3845,ATT012448,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3845,ATT012448,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3847,ATT015067,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3848,ATT019696,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3851,ATT008292,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3853,ATT019494,arrival_time,missing_arrival_time,reject
3853,ATT019494,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3854,ATT006308,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3855,ATT001340,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
3858,ATT009013,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3865,ATT006096,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3867,ATT019325,departure_time,missing_departure_time,reject
3868,ATT014933,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3868,ATT014933,triage_category,triage_decimal_format,fix (3.0 -> 3)
3871,ATT018873,arrival_time,missing_arrival_time,reject
3872,ATT009249,gp_practice_code,missing_gp_code,set to NULL and flag
3873,ATT011496,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3878,ATT013936,triage_category,triage_decimal_format,fix (3.0 -> 3)
3880,ATT011300,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3880,ATT011300,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3884,ATT008617,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3886,ATT009648,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3890,ATT011317,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3895,ATT016297,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3898,ATT013218,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3898,ATT013218,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3902,ATT003821,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3904,ATT002728,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3905,ATT015575,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3905,ATT015575,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3907,ATT005747,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3908,ATT015580,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3911,ATT002975,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3913,ATT017132,gp_practice_code,malformed_gp_code,set to NULL and flag
3918,ATT006799,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3919,ATT016255,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3919,ATT016255,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3922,ATT017896,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3924,ATT001209,gp_practice_code,gp_code_lowercase,fix (upper-case)
3931,ATT015248,departure_time,departure_before_arrival,reject
3931,ATT015248,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3932,ATT010770,gp_practice_code,missing_gp_code,set to NULL and flag
3935,ATT017182,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3940,ATT003509,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3942,ATT014416,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3945,ATT001412,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3949,ATT009940,disposition,missing_disposition,fill with 'Unknown'
3950,ATT002615,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3952,ATT005237,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
3955,ATT002637,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
3956,ATT011663,departure_time,departure_before_arrival,reject
3956,ATT011663,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3957,ATT009564,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3959,ATT009335,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3960,ATT019187,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
3963,ATT006247,(entire row),duplicate_row,remove (keep first)
